Gender,Age,Married,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
0,48,0,0,37.387027,-121.897775,0,25,1.37,0,1,21.0,1,1,1,1,1,0,0,1,1,0,1,74.3,1863.8,0.0,0,34.25,1898.05,0
0,72,0,1,33.989524,-118.089299,0,27,3.33,1,2,18.0,0,0,1,0,0,0,0,0,0,1,0,78.05,2135.5,0.0,10,89.91,2235.41,0
0,33,0,0,34.127194,-118.295647,0,1,13.61,1,2,25.0,0,0,0,0,0,0,0,1,0,1,0,74.5,74.5,0.0,0,13.61,88.11,0
0,73,1,0,34.875144,-116.821698,3,12,37.15,0,1,13.0,1,0,1,1,1,1,1,0,1,1,0,79.2,943.85,0.0,20,445.8,1409.65,1
1,56,1,3,32.697098,-117.116587,8,13,28.15,0,0,56.0,0,1,1,1,0,0,0,1,0,0,0,61.8,750.1,0.0,0,365.95,1116.05,1
1,55,1,1,33.617108,-117.253349,0,69,8.46,1,2,21.0,0,0,0,1,1,1,1,1,2,1,0,99.35,6856.45,0.0,0,583.74,7440.19,1
1,57,1,2,36.245926,-118.693138,9,64,45.35,1,2,30.0,0,0,1,0,0,1,1,1,1,0,1,90.25,5629.15,0.0,0,2902.4,8531.55,1
0,22,1,0,33.927254,-118.249826,1,21,38.52,1,2,59.0,1,0,1,0,1,1,1,1,0,1,0,104.4,2200.25,0.0,0,808.92,3009.17,0
1,70,0,0,34.248061,-117.29028,0,2,25.19,1,2,14.0,0,0,0,0,1,1,0,1,0,1,0,93.85,196.75,0.0,0,50.38,247.13,0
1,36,0,0,38.625096,-121.383658,0,26,44.11,0,1,8.0,0,0,0,1,0,0,0,1,0,0,0,49.15,1237.3,0.0,0,1146.86,2384.16,1
0,47,1,3,34.243088,-116.830015,8,7,16.22,0,1,53.0,1,1,1,1,1,0,0,1,0,1,0,75.7,554.05,0.0,0,113.54,667.59,1
1,46,0,0,33.362575,-117.299644,0,2,24.9,0,1,11.0,0,0,0,0,0,0,0,0,0,0,2,44.65,74.9,0.0,10,49.8,134.7,0
1,80,1,0,32.961064,-117.134917,1,46,5.36,1,2,22.0,0,0,1,0,1,1,0,1,0,1,0,101.0,4680.05,0.0,0,246.56,4926.61,0
0,73,0,0,36.936228,-121.785559,0,13,40.37,0,2,21.0,0,0,1,0,0,0,0,1,0,1,0,74.3,940.35,0.0,0,524.81,1465.16,0
0,23,0,0,32.619465,-116.593605,0,42,29.44,1,0,41.0,1,1,0,0,0,0,1,1,1,1,0,60.15,2421.6,0.0,0,1236.48,3658.08,1
1,30,0,0,33.889632,-118.39737,0,9,4.81,1,2,69.0,0,1,0,0,1,1,1,1,0,1,1,99.3,918.75,0.0,0,43.29,962.04,1
1,44,1,0,37.95338,-122.076886,1,61,45.7,1,2,24.0,0,1,1,0,1,1,1,1,0,1,0,105.55,6281.45,0.0,0,2787.7,9069.15,0
1,53,0,0,33.391181,-118.421305,0,2,6.74,0,2,3.0,0,0,0,0,0,0,0,1,0,1,1,71.3,157.75,0.0,0,13.48,171.23,1
1,41,0,0,34.119363,-117.855059,0,7,30.04,0,1,6.0,0,0,0,0,0,0,0,1,0,0,1,43.9,278.4,0.0,0,210.28,488.68,1
0,35,1,0,33.141265,-116.967221,5,61,36.13,1,2,23.0,0,0,0,1,1,1,1,1,1,0,0,101.15,6383.9,0.0,0,2203.93,8587.83,1
0,43,1,1,34.105935,-117.2914,3,19,7.42,0,1,17.0,0,0,1,0,0,0,0,1,0,1,0,49.6,962.9,0.0,0,140.98,1103.88,1
1,65,1,0,36.205465,-119.085807,7,62,27.49,1,2,3.0,0,1,0,0,0,1,1,1,0,1,0,89.8,5629.55,0.0,0,1704.38,7333.93,1
0,70,1,0,37.5923,-120.853288,1,20,8.98,0,1,16.0,0,1,0,0,0,1,0,1,1,1,0,60.0,1259.35,0.0,0,179.6,1438.95,1
1,57,0,2,37.941456,-122.320968,0,5,13.54,0,1,21.0,0,0,0,1,0,0,0,1,0,1,0,48.65,235.2,0.0,0,67.7,302.9,1
0,58,1,0,35.710244,-118.881679,1,42,10.73,1,2,22.0,0,0,1,1,0,0,0,1,0,1,0,84.3,3588.4,0.0,0,450.66,4039.06,0
0,41,1,1,39.607831,-121.777959,6,52,31.09,1,2,28.0,1,1,1,0,0,1,1,1,0,0,0,98.15,4993.4,0.0,0,1616.68,6610.08,1
1,73,1,0,39.222323,-122.985488,2,69,8.3,1,2,14.0,1,0,1,1,1,1,0,1,1,1,2,110.55,7610.1,0.0,0,572.7,8182.8,1
0,52,0,0,34.002028,-118.430656,0,36,28.41,1,2,4.0,0,1,1,0,1,1,1,1,1,1,0,104.8,3886.45,0.0,0,1022.76,4909.21,1
0,72,0,0,40.557314,-124.081662,0,8,2.18,0,2,13.0,0,0,1,0,0,0,0,1,2,1,0,74.05,600.15,0.0,0,17.44,617.59,1
0,54,0,0,34.137319,-118.029837,0,2,15.67,0,2,8.0,0,0,0,0,0,0,0,1,0,1,0,69.7,135.2,0.0,0,31.34,166.54,1
1,23,0,0,38.325599,-122.642352,0,5,26.86,0,1,71.0,0,0,1,1,0,0,0,1,0,0,0,56.15,291.45,0.0,0,134.3,425.75,1
0,45,0,0,38.63153,-120.842609,0,3,25.96,0,1,7.0,0,0,0,0,0,1,1,1,0,1,0,55.3,196.15,0.0,0,77.88,274.03,0
0,21,0,0,32.733564,-117.033713,0,61,15.44,1,2,30.0,0,1,1,0,1,1,1,1,1,1,0,103.95,6423.0,0.0,0,941.84,7364.84,1
0,28,1,2,38.554383,-122.474773,1,35,25.27,1,1,82.0,1,0,1,1,1,0,0,1,0,0,0,72.25,2568.55,0.0,0,884.45,3453.0,0
0,25,0,2,36.057458,-118.591951,0,18,17.51,1,1,30.0,1,0,0,0,0,0,0,1,0,0,1,57.65,992.7,0.0,0,315.18,1307.88,1
1,33,1,0,33.848733,-117.788357,6,23,13.79,1,0,17.0,0,1,0,1,0,0,0,1,2,0,1,59.7,1414.2,0.0,0,317.17,1731.37,1
0,64,0,0,34.072121,-117.698319,0,1,21.52,0,2,25.0,0,0,0,0,0,0,0,1,0,0,0,69.7,69.7,0.0,0,21.52,91.22,0
0,65,0,0,40.524535,-122.647172,0,46,16.04,1,1,26.0,0,0,1,1,0,1,1,1,1,1,1,69.1,3255.35,0.0,0,737.84,3993.19,1
1,41,0,0,33.850452,-117.726668,0,11,25.24,0,2,29.0,0,1,0,0,0,0,0,1,0,0,0,74.95,815.5,0.0,0,277.64,1093.14,0
0,42,1,3,38.392559,-121.225093,0,35,39.11,1,1,23.0,1,1,0,0,0,0,0,1,0,1,1,59.45,2136.9,0.0,0,1368.85,3505.75,1
0,75,0,0,35.846067,-119.004073,0,6,8.91,0,2,27.0,0,0,1,0,0,0,0,0,0,0,0,74.4,434.1,0.0,20,53.46,507.56,0
1,41,1,0,34.489983,-120.091246,2,31,27.37,0,1,15.0,1,1,1,1,0,1,1,1,1,1,1,75.5,2424.45,0.0,0,848.47,3272.92,1
1,50,0,0,33.940619,-117.9513,0,1,22.86,0,2,25.0,0,0,0,0,0,0,0,0,0,1,0,69.8,69.8,0.0,10,22.86,102.66,0
0,67,0,0,34.321621,-118.399841,0,38,26.1,0,1,27.0,1,1,0,0,0,0,0,1,0,1,1,57.15,2250.65,0.0,0,991.8,3242.45,0
0,31,0,0,37.421633,-122.009613,0,2,37.76,0,2,10.0,0,0,0,0,0,0,0,1,0,0,0,70.0,153.05,0.0,0,75.52,228.57,0
0,73,1,0,33.705836,-117.318204,4,71,43.99,1,2,17.0,1,0,0,0,0,0,0,1,2,1,1,80.7,5676.0,0.0,0,3123.29,8799.29,1
0,76,0,0,32.825086,-117.199424,0,16,17.51,1,2,7.0,0,0,0,0,1,0,0,1,0,1,0,84.75,1350.15,0.0,0,280.16,1630.31,0
0,23,1,0,33.830209,-117.906099,8,18,18.55,1,2,59.0,0,0,0,1,1,0,1,1,0,1,0,88.85,1594.75,21.58,0,333.9,1907.07,1
0,68,0,0,33.942895,-117.725644,0,13,10.51,0,1,20.0,0,1,1,0,0,0,0,1,1,1,0,54.8,731.3,0.0,0,136.63,867.93,1
1,30,1,0,40.426679,-121.850421,1,42,17.31,1,0,82.0,1,0,0,1,1,1,1,1,1,0,1,80.45,3375.9,0.0,0,727.02,4102.92,1
0,21,1,0,37.305622,-122.000887,4,59,9.23,1,2,48.0,0,1,0,0,1,1,1,1,0,0,0,101.1,6039.9,0.0,0,544.57,6584.47,0
1,58,0,1,37.609095,-121.263381,0,54,20.93,0,2,11.0,1,1,0,1,1,1,1,0,1,1,0,105.85,5826.65,0.0,10,1130.22,6966.87,1
1,32,1,1,33.988572,-118.186565,0,8,37.28,1,1,14.0,1,1,0,1,0,1,1,1,2,1,1,76.15,645.8,0.0,0,298.24,944.04,1
0,72,1,0,37.538309,-122.305109,1,25,19.44,0,2,4.0,0,1,1,0,0,1,1,1,2,0,0,88.4,2191.15,0.0,0,486.0,2677.15,1
0,51,0,0,34.360261,-119.306383,0,2,49.79,0,2,22.0,0,0,0,0,1,0,0,0,0,1,0,80.2,146.05,0.0,10,99.58,255.63,0
0,21,1,1,37.808731,-122.238708,2,51,18.42,1,2,47.0,1,0,0,1,1,0,1,1,1,1,2,95.15,5000.05,0.0,0,939.42,5939.47,1
1,44,1,0,34.001617,-118.222274,1,12,44.6,0,2,20.0,0,1,0,0,0,1,1,1,0,1,1,85.05,999.8,0.0,0,535.2,1535.0,1
0,26,0,0,36.319181,-117.593053,0,2,41.9,0,1,71.0,0,0,0,0,0,0,0,0,0,0,0,45.55,84.4,0.0,10,83.8,178.2,1
1,48,1,2,39.423046,-120.984472,1,8,6.78,0,1,24.0,0,0,0,0,0,0,0,1,1,1,1,43.45,345.5,0.0,0,54.24,399.74,1
1,24,1,0,34.067699,-116.903891,5,55,36.17,0,1,69.0,1,0,0,0,0,1,1,0,1,0,1,59.45,3157.0,0.0,40,1989.35,5186.35,1
0,60,0,0,38.348884,-122.51699,0,10,49.7,1,2,10.0,0,1,0,0,0,0,0,1,0,1,0,80.05,830.7,0.0,0,497.0,1327.7,0
0,35,0,0,34.1692,-118.372498,0,16,46.99,1,2,17.0,0,0,0,0,0,0,0,1,0,0,0,72.65,1194.3,0.0,0,751.84,1946.14,0
0,26,0,0,34.102119,-117.815532,0,5,34.49,1,2,46.0,0,0,0,0,1,0,1,1,0,1,0,85.2,474.8,0.0,0,172.45,647.25,0
0,35,0,0,33.807882,-118.347957,0,52,33.84,0,1,5.0,1,0,1,1,0,0,0,1,1,0,1,57.95,3042.25,0.0,0,1759.68,4801.93,1
0,52,0,0,37.786031,-122.437301,0,1,49.24,0,2,8.0,0,0,0,0,0,0,0,1,0,1,0,69.65,69.65,0.0,0,49.24,118.89,0
1,69,1,0,37.990574,-120.261821,1,70,17.45,1,2,20.0,0,1,1,0,1,1,0,1,0,1,0,102.95,7101.5,15.24,0,1221.5,8307.76,0
0,30,1,0,37.680844,-122.48131,10,62,15.06,1,2,82.0,0,0,1,0,1,1,1,1,0,1,0,101.35,6164.7,0.0,0,933.72,7098.42,1
1,75,1,0,34.420998,-119.60137,3,49,22.92,1,2,14.0,0,1,0,0,0,1,0,1,0,0,1,90.05,4547.25,0.0,0,1123.08,5670.33,0
0,30,1,0,38.652065,-121.25441,1,17,41.95,0,2,51.0,1,0,0,1,1,0,0,1,0,0,0,91.85,1574.45,0.0,0,713.15,2287.6,0
1,37,1,0,35.453912,-120.69461,8,14,45.57,1,2,10.0,0,1,1,0,0,0,0,1,0,1,0,82.65,1185.0,0.0,0,637.98,1822.98,1
0,55,0,0,33.000269,-117.072093,0,47,26.35,0,0,5.0,1,1,0,1,0,0,0,1,1,1,1,58.9,2813.05,0.0,0,1238.45,4051.5,1
1,43,1,0,34.065108,-118.082791,1,47,37.74,1,2,7.0,0,0,1,1,1,1,1,1,0,1,0,107.35,5118.95,0.0,0,1773.78,6892.73,0
1,40,0,0,33.788208,-118.404955,0,5,39.13,1,2,20.0,0,1,1,0,0,1,1,1,0,0,0,96.55,500.1,0.0,0,195.65,695.75,1
0,41,1,0,39.222323,-122.985488,1,11,24.83,0,1,30.0,0,0,0,0,0,0,0,1,0,1,0,44.05,483.7,0.0,0,273.13,756.83,0
0,28,1,2,40.171312,-121.120605,3,41,20.41,1,2,59.0,0,1,1,1,1,1,1,1,1,1,0,109.1,4454.25,0.0,0,836.81,5291.06,1
0,48,0,0,33.719869,-117.907063,0,9,40.73,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,43.75,405.7,5.9,0,366.57,766.37,1
0,40,0,0,32.85723,-117.209774,0,10,27.1,0,2,11.0,0,0,0,0,0,1,1,1,0,1,0,80.25,846.0,0.0,0,271.0,1117.0,0
1,22,0,0,32.898613,-117.202937,0,22,33.53,0,1,59.0,0,1,0,1,0,0,0,1,1,1,1,55.15,1193.05,0.0,0,737.66,1930.71,0
1,45,1,2,39.748037,-122.302169,9,52,5.51,0,0,19.0,0,1,1,1,1,0,0,1,1,1,0,68.75,3482.85,16.86,0,286.52,3752.51,1
0,57,1,0,35.916943,-120.129921,3,43,37.25,0,1,20.0,0,0,0,0,1,0,0,1,0,0,0,56.15,2499.3,0.0,0,1601.75,4101.05,0
0,63,0,0,37.380662,-122.086022,0,3,5.2,1,2,23.0,0,0,0,0,0,0,0,0,0,1,0,75.8,246.3,0.0,10,15.6,271.9,0
1,66,1,0,36.727418,-120.123526,1,16,15.44,0,2,20.0,0,0,1,1,0,1,1,1,0,1,0,91.55,1540.05,0.0,0,247.04,1787.09,1
0,25,1,0,33.97803,-118.217141,5,4,48.48,0,2,58.0,0,0,1,0,0,0,1,1,0,1,0,-1.0,325.45,0.0,0,193.92,519.37,0
0,60,0,0,34.018354,-117.85492,0,3,32.43,0,2,2.0,1,1,0,0,0,0,0,1,0,1,0,79.1,246.5,0.0,0,97.29,343.79,0
0,23,1,0,34.907911,-119.234281,1,6,27.44,1,2,58.0,0,1,1,0,1,1,1,1,0,1,0,105.3,545.2,0.0,0,164.64,709.84,0
1,65,0,0,37.776523,-122.219268,0,24,28.98,1,2,30.0,0,1,0,0,1,1,1,1,0,1,0,101.25,2440.15,0.0,0,695.52,3135.67,0
0,78,1,1,33.936291,-118.332639,1,25,19.76,0,2,12.0,0,1,1,0,1,1,0,1,0,1,0,98.5,2514.5,13.43,0,494.0,2995.07,0
1,51,0,0,38.358464,-120.579304,0,1,12.13,0,2,19.0,0,0,0,0,0,0,0,1,0,1,0,69.85,69.85,0.0,0,12.13,81.98,0
1,45,1,3,35.165668,-120.655842,1,8,30.77,0,1,75.0,0,0,0,0,0,0,0,1,0,0,0,44.65,369.15,0.0,0,246.16,615.31,1
0,74,0,0,35.013299,-116.834092,0,20,23.18,0,2,21.0,0,0,0,0,0,1,1,1,1,1,0,81.45,1671.6,0.0,0,463.6,2135.2,1
0,68,0,0,35.939068,-119.043666,0,56,34.58,1,2,4.0,0,1,1,0,1,1,0,1,1,1,0,104.75,5510.65,0.0,0,1936.48,7447.13,0
0,53,0,0,33.848733,-117.788357,0,1,22.86,0,2,24.0,0,0,0,0,0,1,1,1,0,1,0,81.1,81.1,0.0,0,22.86,103.96,0
0,33,0,0,34.702766,-116.093376,0,42,34.76,0,0,20.0,0,0,1,1,0,1,1,1,2,0,1,66.5,2762.75,0.0,0,1459.92,4222.67,1
0,33,1,2,33.079834,-117.134275,1,65,45.21,1,2,19.0,0,1,1,1,1,1,1,1,2,1,1,110.8,7245.9,0.0,0,2938.65,10184.55,1
0,65,1,0,35.245035,-118.905553,2,20,38.85,0,2,2.0,0,0,0,0,1,1,1,1,1,1,0,91.0,1859.5,0.0,0,777.0,2636.5,1
1,59,0,0,33.905963,-118.08263,0,33,47.64,0,2,18.0,1,0,0,1,1,0,0,1,2,1,0,88.95,3027.65,0.0,0,1572.12,4599.77,1
1,60,0,0,40.737431,-124.108897,0,7,15.51,1,2,23.0,0,0,0,0,1,1,1,1,0,1,0,93.85,635.6,0.0,0,108.57,744.17,0
0,35,1,0,33.617108,-117.253349,10,51,25.45,1,1,4.0,0,1,0,1,1,1,1,1,1,1,1,78.65,3950.85,0.0,0,1297.95,5248.8,1
0,72,0,0,38.033219,-121.297433,0,69,23.4,1,2,27.0,1,0,1,1,1,1,1,1,2,0,1,110.25,7467.55,0.0,0,1614.6,9082.15,1
1,37,0,0,33.945318,-117.992066,0,35,25.51,0,2,16.0,0,0,1,0,1,0,0,1,1,1,0,85.15,3030.6,0.0,0,892.85,3923.45,0
0,47,1,0,34.079934,-118.046695,1,2,46.23,0,2,21.0,0,0,0,0,0,0,0,1,0,0,0,70.4,147.15,0.0,0,92.46,239.61,0
1,78,0,0,33.644849,-117.684254,0,15,17.23,0,2,12.0,0,0,0,0,0,1,0,1,0,1,0,79.4,1156.1,0.0,0,258.45,1414.55,0
1,20,0,2,36.841655,-119.797113,0,53,47.81,0,0,59.0,1,1,0,1,0,0,0,1,1,0,1,62.85,3419.5,0.0,0,2533.93,5953.43,1
0,23,0,0,32.787836,-117.232376,0,9,35.45,0,2,52.0,0,0,0,0,1,1,1,1,0,1,1,88.4,788.6,0.0,0,319.05,1107.65,1
1,28,1,0,37.186141,-121.843554,10,34,13.97,1,2,48.0,0,1,0,0,0,1,1,1,0,0,1,88.85,3000.25,0.0,0,474.98,3475.23,1
1,20,0,2,40.584991,-124.121504,0,54,4.16,0,0,59.0,0,1,1,1,0,0,0,1,1,1,0,61.0,3283.05,0.0,0,224.64,3507.69,1
0,64,1,0,33.755039,-116.741796,1,6,36.12,1,2,23.0,0,0,0,1,0,0,0,1,0,1,0,80.5,502.85,0.0,0,216.72,719.57,0
0,60,1,0,34.441123,-117.537886,3,13,19.05,0,1,27.0,0,0,0,0,0,1,1,1,0,0,0,55.95,734.35,0.0,0,247.65,982.0,0
1,36,1,3,38.109125,-120.078597,5,17,33.24,1,1,76.0,1,0,1,0,1,0,0,1,1,1,0,70.35,1201.65,0.0,0,565.08,1766.73,1
0,56,1,0,34.110124,-119.100972,9,18,29.6,0,2,7.0,0,0,1,0,1,1,1,1,0,1,1,95.95,1745.5,6.72,0,532.8,2271.58,1
0,41,1,1,34.002642,-118.287596,1,6,29.41,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,45.5,285.2,0.0,0,176.46,461.66,1
1,35,0,0,34.128284,-118.047732,0,53,6.54,1,1,4.0,0,1,1,1,0,1,1,1,2,1,0,73.9,3958.25,0.0,0,346.62,4304.87,1
1,32,1,0,35.215731,-119.57013,1,16,17.96,1,2,30.0,0,0,0,0,0,0,0,1,0,1,0,73.85,1284.2,0.0,0,287.36,1571.56,0
0,69,1,0,33.323705,-116.626907,9,64,3.76,0,2,11.0,1,1,1,0,0,1,0,1,1,0,0,97.0,6430.9,0.0,0,240.64,6671.54,1
1,34,1,0,34.408161,-118.865111,9,70,8.28,1,1,5.0,1,0,1,1,0,1,1,1,2,1,1,74.8,5315.8,0.0,0,579.6,5895.4,1
0,51,1,2,39.246654,-120.029273,4,40,29.42,1,2,23.0,0,1,1,0,1,0,0,1,0,1,1,96.35,3915.4,0.0,0,1176.8,5092.2,1
0,52,1,0,39.298065,-123.25211,1,21,16.67,0,2,3.0,0,1,1,1,1,1,1,1,0,1,0,102.8,2110.15,0.0,0,350.07,2460.22,0
1,32,1,1,37.435664,-121.049056,1,18,24.16,0,2,19.0,1,0,1,0,1,0,0,1,0,1,2,87.9,1500.5,0.0,0,434.88,1935.38,1
1,44,0,0,32.898613,-117.202937,0,2,37.29,1,0,20.0,0,0,0,0,0,1,1,1,0,0,0,62.05,118.3,0.0,0,74.58,192.88,0
0,72,1,0,34.037251,-118.423573,9,60,48.9,0,0,16.0,1,1,1,1,0,1,0,1,1,1,1,74.85,4456.35,0.0,0,2934.0,7390.35,1
1,53,1,0,33.914775,-118.348083,6,72,22.95,1,2,17.0,0,1,1,1,1,1,1,1,2,1,1,109.75,7758.9,0.0,0,1652.4,9411.3,1
1,44,0,0,40.89866,-123.539754,0,2,17.25,0,0,3.0,0,0,0,0,0,0,0,0,0,1,1,45.0,96.45,0.0,30,34.5,160.95,0
0,36,0,0,34.108455,-118.362081,0,63,12.82,1,1,17.0,1,1,1,1,1,0,0,1,2,1,1,79.85,4861.45,0.0,0,807.66,5669.11,1
1,54,0,0,41.949216,-122.050062,0,12,45.8,1,1,4.0,1,1,0,1,0,0,0,1,0,1,0,67.25,832.3,0.0,0,549.6,1381.9,1
0,56,0,0,37.758019,-122.138678,0,31,40.92,0,2,20.0,1,0,1,1,0,0,0,0,0,0,0,87.6,2724.25,0.0,70,1268.52,4062.77,1
1,57,1,3,40.274302,-124.210902,6,71,31.33,1,0,27.0,1,1,1,1,1,1,1,1,2,0,1,89.9,6457.15,0.0,0,2224.43,8681.58,1
1,80,1,0,33.570023,-117.773669,9,50,14.49,1,2,17.0,1,1,1,0,1,0,0,1,1,1,0,101.9,5265.5,0.0,0,724.5,5990.0,1
0,41,0,0,37.458367,-119.345011,0,1,34.04,0,1,23.0,0,0,0,1,0,0,0,1,0,1,0,52.2,52.2,0.0,0,34.04,86.24,0
0,73,0,0,34.062095,-118.401508,0,11,2.81,1,1,3.0,1,0,0,0,0,0,0,1,2,1,0,55.6,580.8,15.2,0,30.91,596.51,1
1,19,1,0,34.239636,-118.245259,1,44,29.61,0,1,48.0,0,1,1,1,1,0,0,1,1,1,0,70.95,3250.45,24.92,0,1302.84,4528.37,1
1,54,1,0,33.753146,-118.367459,8,62,34.62,1,2,28.0,0,0,1,1,1,1,1,1,2,1,0,107.6,6912.7,0.0,0,2146.44,9059.14,1
1,45,0,0,41.867908,-123.794144,0,57,36.08,1,2,26.0,0,0,0,0,1,0,0,1,1,1,0,86.9,4939.25,0.0,0,2056.56,6995.81,1
1,23,1,0,34.201108,-116.593456,5,70,45.24,1,2,42.0,0,1,1,1,0,1,1,1,2,1,0,98.7,6858.9,0.0,0,3166.8,10025.7,1
0,24,0,0,36.497895,-119.285484,0,21,24.86,1,2,48.0,0,1,0,0,1,1,1,1,0,1,1,99.85,1992.55,0.0,0,522.06,2514.61,1
1,68,0,0,32.957195,-117.202542,0,17,40.93,0,1,2.0,0,0,0,0,0,0,0,1,0,1,0,45.05,770.6,0.0,0,695.81,1466.41,0
0,66,1,0,32.716007,-117.117462,3,42,22.89,1,2,12.0,0,1,1,0,1,0,0,1,0,1,0,95.55,3930.6,0.0,0,961.38,4891.98,1
0,49,1,0,38.801936,-122.938935,7,21,14.51,0,2,20.0,0,0,1,1,0,0,0,1,1,0,0,79.2,1742.45,0.0,0,304.71,2047.16,1
1,53,1,0,37.792489,-122.244314,1,18,2.86,0,1,22.0,0,0,1,0,0,1,1,1,0,0,0,57.45,990.85,15.73,0,51.48,1026.6,0
0,68,0,0,33.703976,-117.824172,0,2,21.57,1,2,28.0,0,0,1,0,0,1,1,1,0,1,0,88.55,179.25,0.0,0,43.14,222.39,0
1,42,1,3,37.902422,-121.440029,6,21,31.55,1,1,23.0,1,0,0,0,1,1,1,1,1,1,0,75.9,1549.75,0.0,0,662.55,2212.3,1
1,60,0,0,36.739385,-119.753649,0,31,1.53,0,1,6.0,0,0,1,1,0,0,0,0,0,1,0,55.25,1715.65,0.0,10,47.43,1773.08,0
0,58,0,0,37.147198,-121.120161,0,1,46.17,0,2,30.0,0,0,0,0,0,0,0,1,0,1,0,70.1,70.1,0.0,0,46.17,116.27,0
0,19,1,0,38.875508,-121.765866,1,22,32.11,0,2,52.0,0,0,0,0,0,0,0,1,0,1,0,69.25,1554.0,0.0,0,706.42,2260.42,0
0,78,0,0,34.364153,-118.615583,0,11,4.1,1,2,5.0,0,0,0,0,0,1,0,1,0,1,1,84.8,906.85,0.0,0,45.1,951.95,0
1,73,0,0,35.865795,-118.69759,0,1,49.34,0,1,15.0,0,0,0,0,0,0,0,1,2,0,0,45.2,45.2,0.0,0,49.34,94.54,1
1,42,1,2,32.785165,-116.862648,7,5,17.37,1,1,15.0,1,1,0,1,0,0,0,1,0,0,1,64.4,316.9,0.0,0,86.85,403.75,1
0,80,0,0,34.037037,-118.705803,0,2,31.91,0,0,30.0,0,0,0,0,0,1,0,1,0,1,0,79.6,195.05,0.0,0,63.82,258.87,0
1,33,0,2,37.684694,-122.40712,0,45,23.54,1,2,12.0,0,0,1,0,1,1,1,1,2,0,0,99.7,4634.35,0.0,0,1059.3,5693.65,1
1,68,1,0,34.083086,-117.737997,3,20,27.56,1,2,3.0,0,1,0,1,1,1,0,1,1,0,0,107.05,2172.05,0.0,0,551.2,2723.25,1
0,39,0,0,41.388397,-122.794636,0,50,48.45,1,1,14.0,0,1,0,1,1,1,1,1,2,1,2,79.6,4024.2,0.0,0,2422.5,6446.7,1
1,21,1,1,38.107441,-120.230625,1,72,27.1,1,0,59.0,1,1,1,1,1,1,1,1,2,1,1,91.95,6614.9,0.0,0,1951.2,8566.1,1
0,54,0,0,34.050322,-118.147037,0,44,40.17,1,2,6.0,0,1,1,0,0,0,0,1,0,1,0,84.8,3862.55,0.0,0,1767.48,5630.03,0
1,35,1,0,33.833686,-117.513063,1,72,12.12,1,0,23.0,1,0,1,1,1,1,1,1,2,0,1,-10.0,6094.25,3.2,0,872.64,6963.69,1
1,28,0,0,34.137742,-114.36514,0,48,4.15,1,2,46.0,1,0,0,1,0,1,1,1,0,1,0,95.4,4445.3,0.0,0,199.2,4644.5,1
1,23,0,0,37.59485,-122.051521,0,1,33.32,0,1,48.0,0,0,0,0,0,1,1,0,0,0,2,55.55,55.55,0.0,30,33.32,118.87,1
1,55,0,0,39.227434,-120.091806,0,26,40.17,1,2,27.0,0,0,1,0,1,1,1,1,0,1,0,98.35,2515.3,0.0,0,1044.42,3559.72,0
1,39,1,0,34.02381,-118.156582,5,72,42.55,1,1,18.0,1,1,1,1,0,0,0,1,2,0,1,72.1,5016.65,0.0,0,3063.6,8080.25,1
1,51,1,0,38.325599,-122.642352,5,63,10.07,1,0,20.0,0,0,1,1,1,1,1,1,2,0,1,79.8,5034.05,0.0,0,634.41,5668.46,1
0,49,1,0,38.499302,-122.92444,0,2,26.58,0,2,23.0,1,0,0,1,0,0,0,1,0,1,0,80.15,194.55,0.0,0,53.16,247.71,1
1,59,1,0,33.543835,-115.993906,5,60,5.43,1,2,29.0,1,0,1,0,1,0,0,1,1,1,0,95.4,5812.0,0.0,0,325.8,6137.8,1
1,28,0,0,34.002642,-118.287596,0,25,7.55,0,1,71.0,1,1,0,1,1,1,1,1,0,1,1,79.0,1902.0,0.0,0,188.75,2090.75,1
0,36,0,0,37.424655,-121.74841,0,4,23.5,1,2,22.0,0,0,0,0,0,0,0,1,0,1,0,75.65,302.35,0.0,0,94.0,396.35,1
0,47,0,0,38.099323,-122.945723,0,1,46.49,1,1,14.0,0,0,0,0,0,0,0,1,0,1,1,50.1,50.1,0.0,0,46.49,96.59,0
0,68,0,0,37.386978,-122.177746,0,4,6.68,1,0,17.0,0,0,0,0,0,1,0,1,0,1,0,84.6,360.1,0.0,0,26.72,386.82,0
1,43,1,0,41.411315,-122.697236,7,72,42.16,0,0,18.0,0,1,1,0,1,1,1,1,2,1,0,75.4,5480.25,0.0,0,3035.52,8515.77,1
0,23,1,0,41.083464,-121.107929,2,67,25.46,1,2,73.0,0,1,1,0,1,1,1,1,1,1,0,105.7,6816.95,0.0,0,1705.82,8522.77,1
